Material,Material Description,Sales department Email,Technical Department Email,Unnamed: 4,SourceFile,RFP_Title,RFP_End_Date,TDS_file_path,RowNumber,ColumnName,ExtractedMaterial,Name,Currency,* Manufacturer Part Number,Material Code,* Country of Origin,Comment,Monthly Delivery Quantity,MatchMethod,Reason for not bidding,* Manufacturer Name,Material PO Text,* Delivery time (in Days),Production Capacity Per Month
905902283,"CABLE, PWR, 600V/1KV, CU, 1C, 35MM2, XLPE",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,908111001.0,SEC RFP- C001738316 - 6001738316.xls,SEC RFP- C001738316 - 6001738316,02/24/2026 11:45 PM,RFP-logs/ALLRFPs/905517950/SEC RFP- C001738316 - 6001738316/TDS-files,8,Name,905517950,"20    905517950          CABLE,ELEC,CU,PVC,120SQMM...",,12168240.0,,,,,,,Bahra Electric,";Material PO text:
CABLE,ELECTRICAL:
CONDUCTOR MATERIAL:
CU;
CONDUCTOR SIZE:
120 SQMM;
NO. OF CONDUCTOR:
1C;
VOLTAGE:
650 V;
INSULATION MATERIAL:
PVC;
INSULATION COLOR:
YELLOW, GREEN;
STANDARD/SPECIFICATION:
IEC 60228;
ADDITIONAL DATA:
INSULATED COPPER EARTHING CONDUCTOR 120
SQ. MM:  NO. OF CONDUCTOR:1, INSULATION
MATERIAL:PVC, INSULATION COLOR:(YELLOW
GREEN).
PLEASE VISIT THE E-BIDDING PORTAL FOR
MORE SPECIFICS REGARDING THE
BARCODE/LABEL FORMAT AND TECHNICAL
ASPECTS OF THE GS1 DATA MATRIX BARCODE.",60.0,
905902283,"CABLE, PWR, 600V/1KV, CU, 1C, 35MM2, XLPE",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,908111001.0,SEC RFP- C001738316 - 6001738316.xls,SEC RFP- C001738316 - 6001738316,02/24/2026 11:45 PM,RFP-logs/ALLRFPs/905517918/SEC RFP- C001738316 - 6001738316/TDS-files,9,Name,905517918,"30    905517918          CABLE,ELEC,CU,PVC,240SQMM...",,12168270.0,,,,,,,Bahra Electric,";Material PO text:
CABLE,ELECTRICAL:
CONDUCTOR MATERIAL:
CU;
CONDUCTOR SIZE:
240 SQMM;
NO. OF CONDUCTOR:
1C;
VOLTAGE:
650 V;
INSULATION MATERIAL:
PVC;
INSULATION COLOR:
YELLOW, GREEN;
STANDARD/SPECIFICATION:
IEC 60228;
ADDITIONAL DATA:
INSULATED COPPER EARTHING CONDUCTOR 240
SQ. MM:  NO. OF CONDUCTOR:1, INSULATION
MATERIAL:PVC, INSULATION COLOR:(YELLOW
GREEN).
PLEASE VISIT THE E-BIDDING PORTAL FOR
MORE SPECIFICS REGARDING THE
BARCODE/LABEL FORMAT AND TECHNICAL
ASPECTS OF THE GS1 DATA MATRIX BARCODE.",60.0,
905902283,"CABLE, PWR, 600V/1KV, CU, 1C, 35MM2, XLPE",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,908111001.0,SEC RFP- C001738316 - 6001738316.xls,SEC RFP- C001738316 - 6001738316,02/24/2026 11:45 PM,RFP-logs/ALLRFPs/909100745/SEC RFP- C001738316 - 6001738316/TDS-files,10,Name,909100745,"40    909100745          CABLE,ELEC,CU,PVC,50,1",,12168210.0,,,,,,,Bahra Electric,";Material PO text:
CABLE,ELECTRICAL:
CONDUCTOR MATERIAL:
CU;
CONDUCTOR SIZE:
50;
NO. OF CONDUCTOR:
1C;
VOLTAGE:
1.65 KV;
INSULATION MATERIAL:
PVC;
ADDITIONAL DATA:
FLEXIBLE EARTH COPPER CABLE, 1X50MM2, P
VC,
PLEASE VISIT THE E-BIDDING PORTAL FOR
MORE SPECIFICS REGARDING THE
BARCODE/LABEL FORMAT AND TECHNICAL
ASPECTS OF THE GS1 DATA MATRIX BARCODE.",60.0,
905902283,"CABLE, PWR, 600V/1KV, CU, 1C, 35MM2, XLPE",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,908111001.0,SEC RFP- C001738316 - 6001738316.xls,SEC RFP- C001738316 - 6001738316,02/24/2026 11:45 PM,RFP-logs/ALLRFPs/905696053/SEC RFP- C001738316 - 6001738316/TDS-files,11,Name,905696053,"50    905696053          CABLE,ELEC,CU,XLPE,240SQM...",,19905517.0,,,,,,,Bahra Electric,";Material PO text:
CABLE,ELECTRICAL:
CONDUCTOR MATERIAL:
CU;
CONDUCTOR SIZE:
240 SQMM;
NO. OF CONDUCTOR:
1C;
VOLTAGE:
0.6/1 KV;
INSULATION MATERIAL:
XLPE;
JACKET MATERIAL:
PVC;
ADDITIONAL DATA:
ITEM ADDITIONAL DESCRIPTION:  FLEXIBLE;
SAUDI CABLE COMPANY LIMITED:
CU/XLPE/PVC 600/1000V
* FOR THIS ITEM YOU ARE REQUIRED TO
AFFIX SEC SPECIFIED BARCODE/LABEL WITH
GS1 DATA MATRIX AND HUMAN READABLE
INFORMATION. SEC WILL NOT ACCEPT
UNLABELED GOODS. * THE BARCODE/LABEL
SHOULD INCLUDE GS1 DATA MATRIX BARCODE,
MATERIAL NO, PURCHASE ORDER NO, VENDOR
NO, EXPIRY DATE (IF APPLICABLE). * THE
GS1 DATA MATRIX BARCODE SHOULD BE
PRINTED ALONG WITH THE MANUFACTURER
INFORMATION ON THE RIVETED METAL PLATE
AS APPLICABLE AND THE BARCODE/LABEL
SHOULD BE AFFIXED ON EACH PACKAGING.
PLEASE VISIT THE E-BIDDING PORTAL FOR
MORE SPECIFICS REGARDING THE
BARCODE/LABEL FORMAT AND TECHNICAL
ASPECTS OF THE GS1 DATA MATRIX BARCODE.",60.0,
900462028,,,,,SEC RFP-C001718279.xls,SEC RFP-C001718279,02/16/2026 11:45 PM,RFP-logs/ALLRFPs/900462028/SEC RFP-C001718279/TDS-files,9,Name,900462028,"30    900462028          CONNECTOR,NON-ELECTRICAL:...",SAR,,"900462028 30    900462028          CONNECTOR,NON-ELECTRICAL:HYDRAULIC OIL S",,,,keyword,,,,,
900462029,,,,,SEC RFP-C001718279.xls,SEC RFP-C001718279,02/16/2026 11:45 PM,RFP-logs/ALLRFPs/900462029/SEC RFP-C001718279/TDS-files,10,Name,900462029,"40    900462029          CONNECTOR,NON-ELECTRICAL:...",SAR,,"900462029 40    900462029          CONNECTOR,NON-ELECTRICAL:OIL,STAINLESS S",,,,keyword,,,,,
908101001,"CNDCTR, BR, ACSR, QUAIL (2/0 AWG), 6AL, 1ALWLD, 67.44MM2",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,,SEC RFP-C001732146.xls,SEC RFP-C001732146,02/11/2026 11:45 PM,RFP-logs/ALLRFPs/901230766/SEC RFP-C001732146/TDS-files,11,Name,901230766,"50    901230766          WIRE:THERMOCOUPLE,12 MM D...",SAR,,"901230766 50    901230766          WIRE:THERMOCOUPLE,12 MM DIA (2-18 AWG),1",,,,,,,,,
902504517,,,,,SEC RFP-C001733694.xls,SEC RFP-C001733694,02/17/2026 11:45 PM,RFP-logs/ALLRFPs/902504517/SEC RFP-C001733694/TDS-files,7,Name,902504517,"10    902504517          WIRE:THERMOCOUPLE,6 MM DI...",SAR,,"902504517 10    902504517          WIRE:THERMOCOUPLE,6 MM DIA,12 M LG,1 PAI",,,,keyword,,,,,
908101001,"CNDCTR, BR, ACSR, QUAIL (2/0 AWG), 6AL, 1ALWLD, 67.44MM2",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,,SEC RFP-C001734554.xls,SEC RFP-C001734554,02/16/2026 11:45 PM,RFP-logs/ALLRFPs/901331065/SEC RFP-C001734554/TDS-files,24,Name,901331065,"180   901331065          DISC,GUIDE VANE RING,GAS ...",SAR,,"901331065 180   901331065          DISC,GUIDE VANE RING,GAS TURBINE,24 MM,C",,,,,,,,,
908121037,"CONN,ELEC,EL,DB",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,,SEC RFP-C001734554.xls,SEC RFP-C001734554,02/16/2026 11:45 PM,RFP-logs/ALLRFPs/901403349/SEC RFP-C001734554/TDS-files,36,Name,901403349,"300   901403349          FLOWMETER:FLUID FLOW,ELEC...",SAR,,"901403349 300   901403349          FLOWMETER:FLUID FLOW,ELECTROMAGNETIC,FUE",,,,,,,,,
908101001,"CNDCTR, BR, ACSR, QUAIL (2/0 AWG), 6AL, 1ALWLD, 67.44MM2",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,,SEC RFPC001738240.xls,SEC RFPC001738240,02/10/2026 11:45 PM,RFP-logs/ALLRFPs/902012003/SEC RFPC001738240/TDS-files,7,Name,902012003,"10    902012003          GASKET,COMBUSTION CHAMBER...",SAR,,"902012003 10    902012003          GASKET,COMBUSTION CHAMBER,SPIRAL WOUND,R",,,,,,,,,
908111101,"CNDCTR, BR, CU, 35SQMM, 7STR, SOFT DRWN",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,,SEC RFPC001738240.xls,SEC RFPC001738240,02/10/2026 11:45 PM,RFP-logs/ALLRFPs/902012059/SEC RFPC001738240/TDS-files,8,Name,902012059,"20    902012059          GASKET,PIPING ARRANGEMENT...",SAR,,"902012059 20    902012059          GASKET,PIPING ARRANGEMENT,SPIRAL WOUND,F",,,,,,,,,
908111007,"CABLE, PWR, 600V/1KV, AL, 4C, 300MM2, XLPE",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,,SEC RFP-C001738255.xls,SEC RFP-C001738255,02/17/2026 11:45 PM,RFP-logs/ALLRFPs/903300945/SEC RFP-C001738255/TDS-files,7,Name,903300945,"10    903300945          CONDUCTOR:ELECTRICAL,COPP...",SAR,,"903300945 10    903300945          CONDUCTOR:ELECTRICAL,COPPER CLAD STEEL,7",,a framework agreement 2 years,,,,,,,
908101001,"CNDCTR, BR, ACSR, QUAIL (2/0 AWG), 6AL, 1ALWLD, 67.44MM2",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,,SEC RFP-C001738938.xls,SEC RFP-C001738938,02/15/2026 11:45 PM,RFP-logs/ALLRFPs/905720947/SEC RFP-C001738938/TDS-files,8,Name,905720947,"20    905720947          BLOCK,ROPE,6 IN SHEAVE DI...",SAR,,"905720947 20    905720947          BLOCK,ROPE,6 IN SHEAVE DIAMETER,12 TON,S",,,,,,,,,
908121037,"CONN,ELEC,EL,DB",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,,SEC RFP-C001738938.xls,SEC RFP-C001738938,02/15/2026 11:45 PM,RFP-logs/ALLRFPs/905721535/SEC RFP-C001738938/TDS-files,10,Name,905721535,"40    905721535          TAPE,ELEC,VINYL PLASTIC,6...",SAR,,"905721535 40    905721535          TAPE,ELEC,VINYL PLASTIC,600V,#SCOTCH35GR",,,,,,,,,
906010621,,,,,SEC RFP-C001738938.xls,SEC RFP-C001738938,02/15/2026 11:45 PM,RFP-logs/ALLRFPs/906010621/SEC RFP-C001738938/TDS-files,11,Name,906010621,"50    906010621          GRIP,CABLE/WIRE,GALV FSTL...",SAR,,"906010621 50    906010621          GRIP,CABLE/WIRE,GALV FSTL,#162816",,,,keyword,,,,,
908101001,"CNDCTR, BR, ACSR, QUAIL (2/0 AWG), 6AL, 1ALWLD, 67.44MM2",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,,SEC RFPC001740962.xls,SEC RFPC001740962,02/11/2026 06:45 AM,RFP-logs/ALLRFPs/901212049/SEC RFPC001740962/TDS-files,28,Name,901212049,"220   901212049          TOOL,LOCK RING SPANNER,HU...",SAR,,"901212049 220   901212049          TOOL,LOCK RING SPANNER,HUMMARING POWER,2",,,,,,,,,
905902283,"CABLE, PWR, 600V/1KV, CU, 1C, 35MM2, XLPE",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,908111001.0,SEC RFPC001740962.xls,SEC RFPC001740962,02/11/2026 06:45 AM,RFP-logs/ALLRFPs/901221695/SEC RFPC001740962/TDS-files,40,Name,901221695,"340   901221695          CABLE,ELEC,CU,XLPE,120SQM...",SAR,,"901221695 340   901221695          CABLE,ELEC,CU,XLPE,120SQMM,#19900604",,,,,,,,,
901225541,,,,,SEC RFPC001740962.xls,SEC RFPC001740962,02/11/2026 06:45 AM,RFP-logs/ALLRFPs/901225541/SEC RFPC001740962/TDS-files,58,Name,901225541,520   901225541          ELECTRODE:BULK NOUN,SAR,,901225541 520   901225541          ELECTRODE:BULK NOUN,,,,keyword,,,,,
908121037,"CONN,ELEC,EL,DB",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,,SEC RFPC001740962.xls,SEC RFPC001740962,02/11/2026 06:45 AM,RFP-logs/ALLRFPs/905566436/SEC RFPC001740962/TDS-files,63,Name,905566436,"570   905566436          BRUSH,ELEC,EARTHING,CRBN,...",SAR,,"905566436 570   905566436          BRUSH,ELEC,EARTHING,CRBN,#1679HTD602",,,,,,,,,
908101001,"CNDCTR, BR, ACSR, QUAIL (2/0 AWG), 6AL, 1ALWLD, 67.44MM2",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,,SEC RFPC001740962.xls,SEC RFPC001740962,02/11/2026 06:45 AM,RFP-logs/ALLRFPs/905686919/SEC RFPC001740962/TDS-files,83,Name,905686919,"770   905686919          DIAPHRAGM,ACTUATOR,100 SQ...",SAR,,"905686919 770   905686919          DIAPHRAGM,ACTUATOR,100 SQ IN,5.5 BAR G,R",,,,,,,,,
905941089,,,,,SEC RFPC001740962.xls,SEC RFPC001740962,02/11/2026 06:45 AM,RFP-logs/ALLRFPs/905941089/SEC RFPC001740962/TDS-files,90,Name,905941089,"840   905941089          WIRE,DISTANCE,4 MM WD X 0...",SAR,,"905941089 840   905941089          WIRE,DISTANCE,4 MM WD X 0.9 MM TH,25 M L",,,,keyword,,,,,
908501007,"TFMR,CT,LV,1500/5A,10VA,SOLID CORE",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,,SEC RFPC001740962.xls,SEC RFPC001740962,02/11/2026 06:45 AM,RFP-logs/ALLRFPs/905942340/SEC RFPC001740962/TDS-files,91,Name,905942340,"850   905942340          WIRE,DISTANCE,4 MM WD X 2...",SAR,,"905942340 850   905942340          WIRE,DISTANCE,4 MM WD X 2.7 MM TH,SOLID,",,,,,,,,,
908202060,"CONNECTOR,SLV,120X50SQMM AL,AL W/NYL JKT",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,,SEC RFPC001740962.xls,SEC RFPC001740962,02/11/2026 06:45 AM,RFP-logs/ALLRFPs/902468838/SEC RFPC001740962/TDS-files,109,Name,902468838,"1030  902468838          MTR:ELECTRIC, AC,45 KW,46...",SAR,,"902468838 1030  902468838          MTR:ELECTRIC, AC,45 KW,460 V,3 P,60,3540",,,,,,,,,
902466529,,,,,SEC RFPC001740962.xls,SEC RFPC001740962,02/11/2026 06:45 AM,RFP-logs/ALLRFPs/902466529/SEC RFPC001740962/TDS-files,110,Name,902466529,"1040  902466529          DISPLAY,ELECTRONIC:DEW PO...",SAR,,"902466529 1040  902466529          DISPLAY,ELECTRONIC:DEW POINT HYGROMETER",,,,keyword,,,,,
905890616,"CNDCTR, BR, ACSR, Merlin (336.4MCM), 18AL, 1ALWLD, 170MM2",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,905782685.0,SEC RFPC001740962.xls,SEC RFPC001740962,02/11/2026 06:45 AM,RFP-logs/ALLRFPs/901400048/SEC RFPC001740962/TDS-files,123,Name,901400048,"1170  901400048          TOOL,VALVE SEAT REMOVAL,M...",SAR,,"901400048 1170  901400048          TOOL,VALVE SEAT REMOVAL,MANUAL POWER,1 I",,,,,,,,,
902504517,,,,,SEC RFPC001740962.xls,SEC RFPC001740962,02/11/2026 06:45 AM,RFP-logs/ALLRFPs/902504517/SEC RFPC001740962/TDS-files,132,Name,902504517,"1260  902504517          WIRE:THERMOCOUPLE,6 MM DI...",SAR,,"902504517 1260  902504517          WIRE:THERMOCOUPLE,6 MM DIA,12 M LG,1 PAI",,,,keyword,,,,,
905902283,"CABLE, PWR, 600V/1KV, CU, 1C, 35MM2, XLPE",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,908111001.0,SEC RFPC001740962.xls,SEC RFPC001740962,02/11/2026 06:45 AM,RFP-logs/ALLRFPs/905632630/SEC RFPC001740962/TDS-files,133,Name,905632630,"1270  905632630          CONN,ELEC,TERM,CU,12.5 MM...",SAR,,"905632630 1270  905632630          CONN,ELEC,TERM,CU,12.5 MM DIA CNDCTR",,,,,,,,,
901304058,,,,,SEC RFPC001740962.xls,SEC RFPC001740962,02/11/2026 06:45 AM,RFP-logs/ALLRFPs/901304058/SEC RFPC001740962/TDS-files,140,Name,901304058,"1340  901304058          MODULE:CONTROL,INVERTER P...",SAR,,"901304058 1340  901304058          MODULE:CONTROL,INVERTER POWER SUPPLY,BAT",,,,keyword,,,,,
908121037,"CONN,ELEC,EL,DB",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,,SEC RFPC001740962.xls,SEC RFPC001740962,02/11/2026 06:45 AM,RFP-logs/ALLRFPs/909111590/SEC RFPC001740962/TDS-files,152,Name,909111590,"1460  909111590          COIL,ELEC,FIRE FIGHTING S...",SAR,,"909111590 1460  909111590          COIL,ELEC,FIRE FIGHTING SYSTEM,#2823A2NB",,,,,,,,,
